listing_id,number_of_reviews,reviews_per_month,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2577625,9,0.41,2014-03-25,2014-09-19,98.0,10.0,9.0,9.0,10.0,10.0,10.0
555858,13,0.3,2012-06-29,2015-09-26,90.0,9.0,9.0,9.0,9.0,9.0,9.0
4814811,28,2.28,2015-01-02,2015-12-09,99.0,10.0,10.0,10.0,10.0,10.0,10.0
9484823,0,,,,,,,,,,
660603,10,0.26,2012-11-03,2015-12-11,96.0,10.0,10.0,9.0,9.0,10.0,9.0
3940265,39,2.39,2014-09-02,2015-11-29,95.0,10.0,10.0,9.0,9.0,9.0,9.0
7500976,1,0.58,2015-11-14,2015-11-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9516608,1,0.73,2015-11-25,2015-11-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9712716,3,3.0,2015-12-06,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5813657,21,2.42,2015-04-20,2015-09-09,93.0,10.0,9.0,9.0,9.0,10.0,10.0
8884826,3,3.0,2015-12-10,2015-12-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1978743,49,2.15,2014-02-20,2015-11-20,99.0,10.0,10.0,10.0,10.0,10.0,10.0
6091789,1,0.19,2015-07-28,2015-07-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6165353,4,0.61,2015-06-21,2015-12-26,95.0,10.0,10.0,10.0,10.0,10.0,10.0
1244053,32,1.05,2013-07-01,2015-12-11,95.0,9.0,9.0,9.0,10.0,10.0,9.0
8508223,1,0.35,2015-10-12,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6991188,3,3.0,2015-12-22,2016-01-02,100.0,10.0,10.0,10.0,9.0,10.0,9.0
7344117,32,5.68,2015-07-20,2015-12-30,96.0,10.0,10.0,10.0,10.0,9.0,10.0
9506766,2,1.4,2015-11-23,2015-12-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6451305,25,3.55,2015-06-08,2015-12-19,96.0,10.0,10.0,10.0,10.0,10.0,10.0
7531405,8,2.45,2015-09-29,2015-11-18,98.0,10.0,10.0,10.0,10.0,9.0,10.0
9612147,2,2.0,2015-12-20,2015-12-26,90.0,10.0,10.0,9.0,10.0,10.0,9.0
666897,18,2.16,2015-04-30,2015-12-26,75.0,9.0,6.0,8.0,9.0,8.0,8.0
4061051,6,0.38,2014-09-12,2015-06-20,83.0,9.0,9.0,9.0,9.0,10.0,8.0
3394338,20,1.09,2014-07-06,2015-09-02,93.0,10.0,9.0,10.0,10.0,10.0,9.0
4238106,6,1.5,2015-09-07,2015-10-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7350059,18,3.16,2015-07-18,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5262750,20,3.37,2015-07-11,2015-12-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2802844,16,1.07,2014-10-14,2015-12-04,99.0,10.0,10.0,10.0,10.0,9.0,10.0
3123632,8,0.45,2014-07-22,2015-08-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3024336,40,2.11,2014-06-16,2015-10-20,98.0,10.0,10.0,10.0,10.0,10.0,9.0
8652185,1,0.77,2015-11-27,2015-11-27,100.0,8.0,10.0,10.0,10.0,10.0,10.0
10192213,0,,,,,,,,,,
3970736,51,3.11,2014-08-31,2016-01-01,97.0,10.0,10.0,10.0,10.0,9.0,9.0
4546924,36,3.2,2015-02-01,2015-12-28,99.0,10.0,10.0,10.0,10.0,10.0,10.0
2760901,16,0.79,2014-05-11,2015-09-12,98.0,10.0,10.0,10.0,10.0,9.0,10.0
3490239,7,0.42,2014-08-21,2015-08-17,97.0,9.0,9.0,10.0,10.0,9.0,9.0
3416217,31,1.68,2014-06-30,2015-09-09,96.0,10.0,9.0,10.0,10.0,10.0,9.0
5537833,6,0.71,2015-04-28,2015-10-19,100.0,10.0,10.0,10.0,10.0,9.0,10.0
8372562,1,1.0,2016-01-01,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8866960,3,1.27,2015-10-26,2015-12-22,90.0,10.0,10.0,10.0,10.0,10.0,10.0
3354614,29,1.56,2014-06-27,2015-09-29,90.0,10.0,10.0,9.0,9.0,9.0,10.0
8953857,0,,,,,,,,,,
7093738,1,0.23,2015-08-26,2015-08-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5277900,9,1.04,2015-04-20,2015-09-08,96.0,10.0,10.0,10.0,10.0,9.0,10.0
1171574,158,5.04,2013-06-08,2016-01-01,98.0,10.0,10.0,10.0,10.0,9.0,10.0
1818754,0,,,,,,,,,,
74328,53,0.95,2011-05-31,2015-09-30,93.0,9.0,10.0,9.0,10.0,9.0,9.0
6728017,1,0.2,2015-08-11,2015-08-11,100.0,10.0,10.0,10.0,10.0,6.0,10.0
2612399,62,3.12,2014-05-19,2015-12-30,99.0,10.0,10.0,10.0,10.0,9.0,10.0
2515795,22,1.3,2014-08-14,2015-12-02,94.0,10.0,10.0,10.0,9.0,9.0,10.0
7093910,2,0.46,2015-08-27,2015-09-20,60.0,9.0,6.0,9.0,9.0,9.0,6.0
4170863,5,0.32,2014-09-29,2014-11-02,96.0,10.0,10.0,10.0,10.0,9.0,10.0
7941079,7,1.54,2015-08-22,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,9.0
1442973,14,0.5,2013-09-17,2015-12-20,97.0,10.0,10.0,10.0,9.0,9.0,10.0
4396961,34,3.6,2015-03-28,2015-11-27,96.0,10.0,10.0,10.0,10.0,10.0,10.0
5859152,15,3.31,2015-08-22,2015-11-15,95.0,10.0,9.0,10.0,10.0,9.0,9.0
8555794,0,,,,,,,,,,
2112625,18,0.75,2014-01-15,2015-12-21,98.0,10.0,10.0,10.0,10.0,9.0,10.0
8814802,0,,,,,,,,,,
8273948,13,3.55,2015-09-17,2015-12-08,92.0,10.0,10.0,9.0,9.0,10.0,9.0
319768,5,0.11,2012-04-02,2013-12-28,100.0,10.0,8.0,10.0,10.0,9.0,10.0
1961671,20,0.9,2014-03-09,2015-12-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3691288,5,2.83,2015-11-13,2015-12-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8703557,0,,,,,,,,,,
8525338,0,,,,,,,,,,
8049470,14,3.41,2015-09-04,2015-10-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1455908,32,1.13,2013-09-10,2015-11-08,97.0,9.0,10.0,10.0,10.0,9.0,9.0
8525825,1,0.31,2015-09-30,2015-09-30,100.0,10.0,8.0,10.0,10.0,8.0,10.0
3463245,20,1.14,2014-07-27,2015-11-21,98.0,10.0,10.0,9.0,10.0,10.0,9.0
4172364,33,3.46,2015-03-25,2015-10-19,97.0,10.0,10.0,10.0,10.0,10.0,10.0
3728802,3,0.18,2014-08-15,2015-08-31,93.0,9.0,9.0,10.0,10.0,9.0,8.0
6512378,12,1.63,2015-05-29,2015-12-01,97.0,10.0,10.0,10.0,10.0,9.0,10.0
785830,2,0.12,2014-08-16,2015-08-14,100.0,10.0,10.0,9.0,10.0,9.0,10.0
8616606,14,5.0,2015-10-13,2015-12-31,97.0,10.0,9.0,10.0,10.0,10.0,10.0
5078244,54,5.98,2015-04-09,2015-12-25,82.0,9.0,7.0,9.0,9.0,9.0,9.0
7921278,10,2.36,2015-08-31,2015-12-02,100.0,10.0,10.0,10.0,10.0,9.0,10.0
8016610,7,1.75,2015-09-07,2015-12-29,100.0,10.0,10.0,10.0,10.0,9.0,10.0
4468524,41,3.09,2014-12-03,2015-12-31,99.0,10.0,10.0,10.0,10.0,10.0,10.0
8424532,2,0.67,2015-10-08,2015-10-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6990882,31,5.41,2015-07-17,2015-12-23,97.0,10.0,10.0,10.0,10.0,9.0,10.0
4017140,37,2.33,2014-09-16,2015-11-16,95.0,10.0,9.0,10.0,10.0,9.0,10.0
9489310,1,1.0,2016-01-01,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8104742,2,2.0,2015-12-27,2016-01-02,100.0,9.0,10.0,10.0,10.0,9.0,10.0
9407255,0,,,,,,,,,,
6475289,34,5.34,2015-06-28,2015-12-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1377812,55,1.84,2013-07-24,2015-11-28,98.0,10.0,10.0,10.0,10.0,10.0,10.0
9512909,2,2.0,2015-12-14,2015-12-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4432489,40,3.22,2014-12-28,2015-11-08,94.0,10.0,10.0,9.0,9.0,10.0,10.0
7471629,27,5.19,2015-08-02,2015-11-23,96.0,9.0,10.0,9.0,10.0,9.0,9.0
8067827,1,0.38,2015-10-18,2015-10-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4384095,42,3.03,2014-11-15,2015-11-05,97.0,10.0,10.0,10.0,10.0,9.0,10.0
1351716,113,3.74,2013-07-13,2015-10-13,95.0,10.0,10.0,10.0,10.0,9.0,9.0
8392661,15,4.21,2015-09-20,2015-12-30,83.0,9.0,10.0,10.0,9.0,9.0,9.0
281208,27,0.57,2012-02-19,2015-11-23,98.0,10.0,10.0,10.0,10.0,9.0,10.0
7859909,14,3.02,2015-08-19,2015-12-14,89.0,10.0,9.0,10.0,10.0,9.0,9.0
9416373,0,,,,,,,,,,
1404307,15,1.05,2014-11-02,2015-12-23,99.0,10.0,10.0,10.0,10.0,10.0,10.0
7480843,0,,,,,,,,,,
877203,27,0.8,2013-03-28,2015-12-16,93.0,9.0,9.0,9.0,9.0,8.0,9.0
7037291,22,4.46,2015-08-10,2015-11-15,94.0,10.0,10.0,10.0,9.0,9.0,9.0
7931386,4,1.02,2015-09-09,2015-10-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8173825,0,,,,,,,,,,
6759104,12,2.95,2015-09-05,2015-12-26,93.0,10.0,10.0,10.0,10.0,9.0,10.0
7619060,19,4.22,2015-08-23,2015-12-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7095802,23,3.83,2015-07-09,2015-12-28,84.0,9.0,8.0,9.0,10.0,8.0,9.0
8103432,1,0.59,2015-11-15,2015-11-15,,,,,,,
3998922,17,1.1,2014-09-29,2015-10-22,96.0,10.0,10.0,10.0,10.0,9.0,10.0
8922153,0,,,,,,,,,,
5932882,4,0.57,2015-06-08,2015-08-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6187340,4,2.79,2015-11-23,2015-12-30,100.0,9.0,10.0,10.0,10.0,10.0,10.0
8350401,1,0.3,2015-09-28,2015-09-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1273432,14,0.47,2013-07-22,2015-09-07,96.0,10.0,10.0,10.0,10.0,9.0,9.0
2830174,26,1.26,2014-04-28,2015-09-12,97.0,10.0,10.0,10.0,10.0,9.0,10.0
9370866,1,0.86,2015-12-01,2015-12-01,100.0,6.0,10.0,10.0,10.0,10.0,10.0
8339303,0,,,,,,,,,,
8107555,0,,,,,,,,,,
3946160,141,8.55,2014-08-28,2015-12-17,96.0,10.0,10.0,10.0,10.0,9.0,10.0
4061207,3,0.93,2015-09-30,2015-11-18,100.0,10.0,10.0,10.0,10.0,9.0,10.0
113951,10,0.19,2011-08-03,2015-10-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5102135,0,,,,,,,,,,
5060388,38,4.79,2015-05-12,2015-12-31,97.0,10.0,10.0,10.0,10.0,9.0,10.0
286712,39,0.88,2012-05-21,2015-11-09,88.0,9.0,9.0,9.0,9.0,8.0,9.0
5463875,1,0.16,2015-07-06,2015-07-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4316910,18,2.65,2015-06-15,2015-10-22,89.0,9.0,9.0,9.0,9.0,9.0,10.0
7093986,0,,,,,,,,,,
4777832,80,6.35,2014-12-23,2015-12-29,99.0,10.0,10.0,10.0,10.0,9.0,10.0
7429207,1,0.22,2015-08-23,2015-08-23,100.0,10.0,10.0,10.0,10.0,8.0,10.0
7664565,25,4.9,2015-08-05,2015-12-19,98.0,10.0,10.0,10.0,10.0,9.0,10.0
5792683,4,0.69,2015-07-16,2015-09-06,90.0,10.0,10.0,10.0,9.0,7.0,9.0
1856970,183,7.75,2014-01-27,2015-12-30,97.0,10.0,10.0,10.0,10.0,9.0,10.0
4084712,45,2.99,2014-10-11,2015-12-22,93.0,10.0,9.0,10.0,10.0,9.0,9.0
6411986,9,1.21,2015-05-26,2015-09-09,84.0,9.0,8.0,9.0,10.0,8.0,7.0
9258687,0,,,,,,,,,,
9426058,1,1.0,2016-01-01,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9736801,0,,,,,,,,,,
4297068,6,0.42,2014-10-30,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8221520,7,2.28,2015-10-05,2015-12-01,94.0,10.0,9.0,9.0,9.0,9.0,9.0
2387605,61,3.83,2014-09-14,2015-12-21,98.0,10.0,10.0,10.0,10.0,9.0,10.0
8389809,2,0.56,2015-09-19,2015-11-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7048843,26,4.79,2015-07-26,2015-12-29,86.0,9.0,8.0,9.0,9.0,8.0,9.0
879181,31,0.86,2013-01-20,2015-11-28,95.0,10.0,9.0,10.0,9.0,9.0,9.0
6423488,5,0.85,2015-07-12,2015-08-11,96.0,10.0,10.0,10.0,9.0,10.0,10.0
7241905,7,1.35,2015-08-02,2015-09-21,100.0,10.0,10.0,10.0,10.0,9.0,10.0
1246809,64,2.06,2013-06-17,2015-12-11,89.0,9.0,9.0,9.0,9.0,8.0,8.0
10273158,0,,,,,,,,,,
5615620,52,5.98,2015-04-19,2015-12-20,95.0,10.0,9.0,10.0,10.0,10.0,9.0
936484,7,0.46,2014-10-05,2015-08-10,91.0,9.0,9.0,9.0,9.0,10.0,9.0
5415077,43,4.37,2015-03-16,2015-12-22,95.0,9.0,9.0,10.0,10.0,10.0,10.0
938785,13,0.63,2014-04-28,2015-11-06,86.0,9.0,9.0,8.0,9.0,10.0,9.0
934216,20,0.68,2013-08-02,2015-10-22,88.0,9.0,9.0,10.0,9.0,10.0,9.0
6119821,19,2.47,2015-05-19,2016-01-01,93.0,9.0,9.0,9.0,9.0,10.0,9.0
3385421,31,1.75,2014-07-22,2015-08-17,99.0,10.0,10.0,10.0,10.0,10.0,10.0
5981343,48,6.32,2015-05-22,2015-12-28,98.0,10.0,10.0,10.0,10.0,10.0,9.0
9706229,6,6.0,2015-12-23,2015-12-31,87.0,9.0,10.0,9.0,10.0,10.0,9.0
8212989,3,2.57,2015-12-01,2015-12-31,87.0,9.0,9.0,9.0,9.0,10.0,10.0
9444769,0,,,,,,,,,,
5422159,43,4.4,2015-03-18,2015-11-16,91.0,10.0,9.0,9.0,9.0,10.0,9.0
9532861,1,0.81,2015-11-29,2015-11-29,60.0,10.0,8.0,6.0,8.0,8.0,6.0
3380159,50,2.71,2014-07-01,2015-10-21,94.0,10.0,10.0,10.0,10.0,10.0,9.0
9294683,14,7.78,2015-11-12,2015-12-31,99.0,10.0,10.0,10.0,10.0,10.0,10.0
8253456,10,2.73,2015-09-17,2015-12-01,98.0,10.0,10.0,10.0,10.0,10.0,9.0
944237,9,0.28,2013-05-05,2015-10-31,93.0,10.0,9.0,9.0,10.0,10.0,10.0
4165387,26,3.07,2015-04-26,2015-12-30,98.0,10.0,10.0,10.0,10.0,10.0,10.0
9866984,1,1.0,2015-12-29,2015-12-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7179337,14,2.4,2015-07-14,2015-12-27,92.0,10.0,10.0,10.0,9.0,10.0,9.0
9768655,0,,,,,,,,,,
8015531,40,11.01,2015-09-18,2016-01-02,95.0,10.0,10.0,10.0,10.0,10.0,9.0
991961,7,0.21,2013-04-02,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,9.0
4597584,0,,,,,,,,,,
8035212,31,7.32,2015-08-31,2016-01-01,97.0,10.0,9.0,10.0,9.0,10.0,9.0
8053396,21,5.43,2015-09-11,2015-12-28,95.0,10.0,10.0,10.0,10.0,10.0,10.0
9634448,0,,,,,,,,,,
2516391,16,0.82,2014-05-27,2015-10-27,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7581631,6,1.42,2015-08-31,2015-12-23,100.0,10.0,10.0,10.0,10.0,9.0,10.0
7067650,9,1.99,2015-08-22,2015-11-02,93.0,9.0,9.0,10.0,10.0,10.0,10.0
706385,188,4.85,2012-10-30,2015-12-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6005443,3,0.64,2015-08-18,2015-09-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6883913,31,4.72,2015-06-22,2015-12-20,95.0,10.0,10.0,10.0,10.0,10.0,9.0
6523393,26,4.43,2015-07-13,2015-11-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7922676,0,,,,,,,,,,
6766513,20,3.03,2015-06-21,2015-12-20,98.0,10.0,10.0,10.0,10.0,9.0,10.0
682135,7,0.26,2013-10-29,2015-09-27,96.0,10.0,10.0,10.0,10.0,10.0,10.0
4678866,2,0.16,2014-12-28,2015-07-05,100.0,10.0,10.0,10.0,10.0,10.0,8.0
708774,47,1.26,2012-12-13,2015-11-27,95.0,10.0,10.0,10.0,10.0,10.0,10.0
3158210,20,1.05,2014-06-14,2015-09-22,96.0,10.0,10.0,10.0,10.0,10.0,9.0
1494828,81,2.83,2013-08-29,2015-12-07,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7291403,2,0.36,2015-07-21,2015-07-27,90.0,10.0,8.0,10.0,10.0,9.0,9.0
7075357,2,0.38,2015-07-30,2015-08-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8000037,0,,,,,,,,,,
1652097,22,1.18,2014-06-23,2015-12-08,86.0,9.0,9.0,9.0,10.0,9.0,8.0
4660460,41,3.81,2015-02-16,2015-12-14,95.0,10.0,10.0,10.0,10.0,10.0,10.0
1944596,29,1.19,2014-01-05,2015-12-02,97.0,10.0,10.0,10.0,10.0,10.0,10.0
5593504,16,1.66,2015-03-22,2015-12-22,96.0,10.0,10.0,10.0,10.0,10.0,10.0
7999692,1,0.26,2015-09-13,2015-09-13,80.0,8.0,8.0,10.0,10.0,10.0,8.0
619366,146,3.52,2012-08-10,2015-12-10,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7999972,0,,,,,,,,,,
3379116,43,2.7,2014-09-14,2015-10-25,98.0,10.0,10.0,10.0,10.0,9.0,10.0
10272763,0,,,,,,,,,,
10077121,0,,,,,,,,,,
7536219,8,1.53,2015-08-01,2015-12-06,88.0,9.0,8.0,9.0,10.0,10.0,9.0
4688603,2,0.17,2015-01-26,2015-02-03,90.0,10.0,10.0,10.0,10.0,9.0,9.0
7936877,0,,,,,,,,,,
3627658,9,0.51,2014-07-23,2015-09-07,87.0,10.0,9.0,8.0,9.0,9.0,8.0
6363779,2,0.29,2015-06-15,2015-06-23,90.0,9.0,7.0,10.0,10.0,10.0,10.0
2693137,89,4.71,2014-06-17,2015-11-29,89.0,9.0,9.0,10.0,10.0,9.0,9.0
7697340,2,0.43,2015-08-17,2015-09-29,60.0,10.0,10.0,10.0,8.0,8.0,6.0
5707514,0,,,,,,,,,,
7844444,6,1.3,2015-08-20,2015-09-01,73.0,6.0,6.0,9.0,9.0,9.0,7.0
7481498,11,2.01,2015-07-25,2015-11-07,96.0,10.0,10.0,10.0,10.0,9.0,10.0
535300,115,2.68,2012-06-29,2015-11-16,92.0,9.0,9.0,10.0,10.0,10.0,9.0
68508,0,,,,,,,,,,
8294379,4,2.07,2015-11-08,2015-12-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9137487,0,,,,,,,,,,
4481979,6,0.44,2014-11-24,2015-12-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5353512,4,3.08,2015-11-27,2015-12-18,75.0,7.0,7.0,8.0,9.0,7.0,7.0
244499,34,0.83,2012-08-23,2015-08-11,96.0,10.0,10.0,10.0,10.0,10.0,10.0
3316219,106,5.99,2014-07-23,2015-12-20,77.0,8.0,8.0,9.0,9.0,8.0,8.0
6613601,9,1.32,2015-06-14,2015-11-28,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7833113,16,3.64,2015-08-26,2015-12-22,96.0,9.0,10.0,10.0,10.0,10.0,10.0
7439802,7,1.86,2015-09-14,2015-12-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10135378,0,,,,,,,,,,
9330174,3,1.8,2015-11-16,2015-12-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9597415,0,,,,,,,,,,
8831088,0,,,,,,,,,,
7401671,15,2.66,2015-07-20,2015-10-13,82.0,9.0,8.0,10.0,10.0,9.0,8.0
5330475,2,0.61,2015-09-28,2015-10-19,100.0,9.0,9.0,10.0,10.0,10.0,10.0
8067001,1,0.45,2015-10-30,2015-10-30,100.0,6.0,10.0,10.0,10.0,10.0,10.0
8829089,0,,,,,,,,,,
8814555,0,,,,,,,,,,
6852288,14,2.37,2015-07-12,2015-12-02,85.0,9.0,8.0,10.0,9.0,10.0,9.0
6913706,20,3.11,2015-06-26,2015-11-13,96.0,10.0,10.0,10.0,10.0,10.0,9.0
2387265,0,,,,,,,,,,
48319,21,0.38,2011-06-07,2012-08-06,96.0,10.0,9.0,9.0,9.0,9.0,9.0
9885225,0,,,,,,,,,,
8083242,3,0.8,2015-09-14,2015-09-29,73.0,6.0,5.0,10.0,10.0,7.0,6.0
8704964,0,,,,,,,,,,
6990477,26,4.24,2015-07-05,2015-11-08,98.0,10.0,10.0,10.0,10.0,10.0,10.0
117862,19,0.34,2011-06-20,2015-06-14,98.0,10.0,9.0,10.0,10.0,10.0,9.0
7777219,4,0.83,2015-08-13,2015-10-02,90.0,10.0,10.0,10.0,9.0,10.0,9.0
7203765,1,0.2,2015-08-09,2015-08-09,80.0,8.0,6.0,10.0,10.0,8.0,10.0
7840228,6,1.27,2015-08-16,2015-09-21,100.0,10.0,10.0,10.0,10.0,10.0,9.0
7438635,12,2.4,2015-08-08,2015-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9389755,3,2.37,2015-11-28,2015-12-06,93.0,10.0,9.0,10.0,10.0,10.0,10.0
9151865,1,1.0,2015-12-12,2015-12-12,40.0,4.0,10.0,10.0,10.0,10.0,4.0
7204672,2,0.43,2015-08-20,2015-08-23,90.0,9.0,9.0,10.0,10.0,10.0,9.0
5579427,4,0.74,2015-07-27,2015-08-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6734621,29,4.24,2015-06-14,2016-01-02,94.0,10.0,10.0,10.0,10.0,9.0,10.0
2263643,57,3.01,2014-06-15,2015-12-17,89.0,9.0,9.0,9.0,10.0,9.0,9.0
4608208,39,3.03,2014-12-15,2016-01-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0
9999955,0,,,,,,,,,,
3528627,20,1.11,2014-07-14,2015-10-31,86.0,9.0,8.0,9.0,9.0,9.0,8.0
8048333,0,,,,,,,,,,
8050642,3,0.75,2015-09-07,2015-12-15,100.0,10.0,9.0,9.0,10.0,9.0,10.0
7329805,7,1.54,2015-08-22,2015-12-21,94.0,10.0,10.0,10.0,10.0,9.0,10.0
6848455,9,1.33,2015-06-16,2015-12-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0
9695233,0,,,,,,,,,,
5164581,58,5.26,2015-02-08,2016-01-03,94.0,9.0,9.0,10.0,10.0,9.0,10.0
2208757,0,,,,,,,,,,
226536,25,0.5,2011-11-13,2015-10-29,91.0,8.0,9.0,10.0,10.0,9.0,9.0
176678,57,1.25,2012-04-10,2015-10-10,97.0,9.0,10.0,10.0,10.0,9.0,10.0
7050534,3,0.49,2015-07-05,2015-08-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8248970,2,0.64,2015-10-03,2015-11-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4824699,0,,,,,,,,,,
3876097,16,0.95,2014-08-20,2015-11-23,97.0,9.0,9.0,10.0,10.0,10.0,9.0
1260259,64,2.08,2013-06-24,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8443952,0,,,,,,,,,,
10068879,0,,,,,,,,,,
8173487,2,0.5,2015-09-07,2015-12-01,80.0,10.0,10.0,10.0,9.0,10.0,8.0
685600,8,0.47,2014-08-10,2015-05-04,100.0,10.0,9.0,10.0,10.0,10.0,10.0
8483477,1,0.3,2015-09-27,2015-09-27,60.0,4.0,8.0,10.0,10.0,10.0,8.0
10136155,0,,,,,,,,,,
6959336,3,0.49,2015-07-07,2015-07-20,73.0,7.0,7.0,9.0,9.0,7.0,7.0
5195064,64,5.98,2015-02-18,2015-12-26,93.0,10.0,9.0,10.0,10.0,9.0,9.0
9961538,0,,,,,,,,,,
8301680,1,0.81,2015-11-29,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0
492287,71,1.62,2012-06-03,2015-11-29,93.0,10.0,10.0,10.0,10.0,9.0,10.0
8029177,4,0.94,2015-08-31,2015-10-25,85.0,10.0,10.0,10.0,10.0,10.0,10.0
7343707,14,2.8,2015-08-08,2015-12-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8882345,0,,,,,,,,,,
7676574,4,1.05,2015-09-13,2015-11-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3354761,9,0.51,2014-07-27,2015-04-15,84.0,8.0,9.0,10.0,9.0,9.0,7.0
3561237,19,1.07,2014-07-20,2015-10-18,97.0,9.0,10.0,9.0,10.0,10.0,9.0
1831338,17,0.89,2014-06-11,2015-08-09,79.0,9.0,8.0,9.0,9.0,9.0,8.0
1840671,11,0.61,2014-07-13,2015-09-07,87.0,9.0,8.0,10.0,10.0,10.0,8.0
5559643,13,1.38,2015-03-28,2015-08-11,93.0,10.0,9.0,9.0,10.0,10.0,9.0
8327083,1,1.0,2015-12-09,2015-12-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8087037,0,,,,,,,,,,
1696015,15,0.67,2014-03-07,2015-11-02,95.0,9.0,9.0,10.0,10.0,10.0,9.0
6855839,28,4.18,2015-06-18,2016-01-03,99.0,10.0,10.0,10.0,10.0,10.0,10.0
3345341,54,2.89,2014-06-23,2015-06-28,94.0,9.0,9.0,10.0,10.0,10.0,9.0
4410493,10,0.81,2015-01-01,2015-12-24,94.0,8.0,9.0,9.0,10.0,10.0,9.0
19619,17,0.26,2010-09-04,2015-05-02,98.0,9.0,10.0,9.0,10.0,10.0,9.0
7597244,4,2.93,2015-11-25,2015-12-16,95.0,10.0,10.0,10.0,10.0,9.0,10.0
5736082,6,0.78,2015-05-19,2015-08-31,80.0,9.0,9.0,10.0,9.0,10.0,8.0
3697351,108,6.16,2014-07-28,2015-12-06,87.0,9.0,7.0,10.0,10.0,10.0,9.0
6958436,2,0.39,2015-08-04,2015-10-24,90.0,8.0,5.0,9.0,9.0,10.0,7.0
9652574,1,0.81,2015-11-29,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7109376,0,,,,,,,,,,
3534364,10,0.56,2014-07-14,2015-09-15,89.0,10.0,7.0,9.0,9.0,10.0,8.0
6671901,28,4.02,2015-06-10,2015-11-25,83.0,9.0,9.0,9.0,9.0,10.0,9.0
6370313,4,0.9,2015-08-24,2015-10-12,55.0,7.0,7.0,5.0,6.0,10.0,7.0
9863484,2,2.0,2015-12-14,2015-12-20,100.0,10.0,9.0,10.0,10.0,10.0,10.0
7249631,19,3.45,2015-07-24,2015-12-30,97.0,10.0,10.0,10.0,10.0,10.0,9.0
9183838,1,1.0,2015-12-06,2015-12-06,20.0,2.0,4.0,2.0,2.0,6.0,2.0
